ztop,Age,Deuterium,dT
6.6,38.37379,-390.9,0.88
7.15,46.81203,-385.1,1.84
7.7,55.05624,-377.8,3.04
8.25,64.41511,-394.1,0.35
8.8,73.15077,-398.7,-0.42
9.35,81.93244,-395.9,0.05
9.9,90.75925,-395.9,0.05
10.45,99.97031,-399.3,-0.52
11,109.88879,-391.4,0.79
11.55,119.25888,-399.5,-0.55
12.1,129.40378,-402.9,-1.11
12.65,139.93889,-393.9,0.38
13.2,150.10205,-398.6,-0.4
13.75,160.58005,-389.8,1.05
14.3,171.01834,-394.5,0.28
14.85,181.44466,-400.5,-0.72
15.4,191.48283,-403.6,-1.23
15.95,201.87233,-393.1,0.51
16.5,212.18626,-410.9,-2.44
17.05,223.16292,-393.6,0.42
17.6,233.73909,-391.1,0.84
18.15,244.64073,-391.9,0.71
18.7,255.49973,-396.3,-0.02
19.25,266.61209,-397,-0.14
19.8,277.77097,-404.7,-1.41
20.35,289.25006,-398.2,-0.34
20.9,301.04303,-395.2,0.16
21.45,312.44177,-403.5,-1.22
22,323.85452,-398.6,-0.41
22.55,335.57825,-399.7,-0.59
23.1,346.88129,-396,0.03
23.65,358.50821,-400.2,-0.67
24.2,370.90112,-401.6,-0.9
24.75,382.87436,-405.4,-1.53
25.3,395.18558,-399,-0.47
25.85,407.46558,-396.9,-0.12
26.4,418.75491,-394.9,0.21
26.95,430.39774,-406.6,-1.73
27.5,442.40918,-395.2,0.16
28.05,454.09915,-395.3,0.14
28.6,466.12518,-399.5,-0.56
29.15,478.21433,-401,-0.8
29.7,490.39719,-393.6,0.42
30.25,503.05731,-410.4,-2.36
30.8,515.651,-401.3,-0.85
31.35,528.76422,-398.3,-0.36
31.9,541.60858,-388.5,1.26
32.45,554.93121,-391.9,0.7
33,567.75421,-400.8,-0.77
33.55,580.59985,-387.7,1.4
34.1,593.51135,-401.4,-0.87
34.65,606.47388,-401,-0.81
35.2,619.46606,-387.3,1.46
35.75,632.04871,-390.2,0.98
36.3,644.98712,-394.5,0.27
36.85,658.25757,-401.9,-0.96
37.4,672.12836,-399.8,-0.61
37.95,686.65106,-399.9,-0.63
38.5,700.67932,-399.1,-0.49
39.05,715.02704,-401.9,-0.96
39.6,729.27771,-404.8,-1.44
40.15,744.23865,-401.6,-0.91
40.7,758.74341,-396.7,-0.1
41.25,772.40747,-397.1,-0.16
41.8,785.83618,-394.2,0.32
42.35,798.90051,-395.9,0.03
42.9,812.30737,-392.7,0.56
43.45,824.81067,-390.4,0.94
44,837.10004,-389,1.17
44.55,849.37903,-387,1.5
45.1,861.96991,-402.3,-1.03
45.65,875.36835,-392.5,0.59
46.2,889.09241,-404.6,-1.41
46.75,903.1662,-390.5,0.92
47.3,917.33173,-402.3,-1.03
47.85,931.97516,-400.1,-0.67
48.4,946.98193,-399.4,-0.55
48.95,961.22705,-400.6,-0.75
49.5,975.76489,-393.8,0.38
50.05,990.15808,-398.5,-0.4
50.6,1004.54004,-398.7,-0.44
51.15,1018.7851,-401.8,-0.95
51.7,1032.38147,-395.2,0.14
52.25,1046.66455,-390.1,0.99
52.8,1060.58911,-393.9,0.36
53.35,1074.79602,-400.6,-0.75
53.9,1089.0769,-400.9,-0.8
54.45,1103.7052,-391.7,0.72
55,1118.15979,-399.3,-0.54
55.55,1132.65186,-386.7,1.55
56.1,1146.79089,-401.5,-0.9
56.65,1160.92249,-398.1,-0.34
57.2,1174.39355,-390.4,0.93
57.75,1188.11206,-389.8,1.03
58.3,1201.49829,-390.7,0.88
58.85,1215.03625,-399.3,-0.54
59.4,1229.32214,-392.5,0.58
59.95,1243.60388,-393.8,0.37
60.5,1258.22241,-394.4,0.27
61.05,1272.59155,-397,-0.16
61.6,1286.97961,-397.8,-0.3
62.15,1301.70935,-388.6,1.23
62.7,1315.86951,-394.7,0.22
63.25,1330.4541,-390.6,0.89
63.8,1344.70923,-397,-0.17
64.35,1358.6217,-386.6,1.55
64.9,1372.61572,-390.6,0.89
65.45,1386.61511,-397,-0.17
66,1400.62073,-396.1,-0.02
66.55,1415.92065,-398.9,-0.48
67.1,1431.90051,-400.2,-0.7
67.65,1447.89026,-398.7,-0.45
68.2,1463.26855,-389.7,1.04
68.75,1478.73511,-401.6,-0.93
69.3,1494.21582,-397.9,-0.32
69.85,1509.67847,-399.2,-0.54
70.4,1525.08606,-397.6,-0.27
70.95,1540.51196,-390.5,0.9
71.5,1556.33752,-401.5,-0.92
72.05,1571.98694,-395.7,0.04
72.6,1588.01611,-394.5,0.24
73.15,1604.08252,-402.9,-1.15
73.7,1620.57983,-401,-0.84
74.25,1637.10657,-391.5,0.73
74.8,1654.01477,-403.4,-1.24
75.35,1670.17859,-393.4,0.42
75.9,1686.01746,-393.8,0.35
76.45,1702.25342,-400.8,-0.81
77,1719.76782,-399.3,-0.56
77.55,1736.97498,-396.6,-0.11
78.1,1754.16895,-395.3,0.1
78.65,1770.60083,-392.6,0.55
79.2,1787.40186,-404.4,-1.41
79.75,1804.23096,-394.4,0.25
80.3,1821.97449,-402.2,-1.04
80.85,1839.34473,-401.9,-0.99
81.4,1856.49829,-393.8,0.35
81.95,1872.56653,-402.3,-1.06
82.5,1888.98816,-385.1,1.79
83.05,1905.45862,-395.9,0
83.6,1922.0116,-395.8,0.01
84.15,1938.20874,-398.2,-0.38
84.7,1955.51404,-394.8,0.18
85.25,1972.75623,-397.7,-0.3
85.8,1990.00256,-400.3,-0.73
86.35,2007.35229,-402.4,-1.08
86.9,2025.23914,-396,-0.02
87.45,2043.51099,-401.4,-0.92
88,2060.98633,-386.1,1.62
88.55,2078.09888,-400.1,-0.7
89.1,2095.21533,-400.3,-0.74
89.65,2112.52783,-393.2,0.44
90.2,2129.74927,-399.7,-0.64
90.75,2147.34131,-397.9,-0.34
91.3,2165.32129,-402,-1.02
91.85,2183.99536,-398.7,-0.48
92.4,2202.29272,-398.6,-0.46
93.5,2236.5647,-390.6,0.86
94.05,2253.38916,-394,0.3
94.6,2270.87402,-397.9,-0.35
95.15,2288.77588,-394.8,0.17
95.7,2306.32422,-408.2,-2.05
96.25,2326.60645,-404.3,-1.41
96.8,2346.90186,-399.6,-0.63
97.35,2366.62476,-400.8,-0.83
97.9,2385.38379,-401.5,-0.94
98.45,2404.53833,-407.7,-1.97
99,2423.7998,-400.5,-0.78
99.55,2443.08032,-395.8,0
100.1,2462.51489,-399.7,-0.65
100.65,2480.89111,-399.6,-0.63
101.2,2499.64697,-394.8,0.16
101.75,2517.80176,-398.5,-0.45
102.3,2535.12402,-390.2,0.92
102.85,2552.80396,-396.4,-0.11
103.4,2570.83887,-392.7,0.51
103.95,2589.01855,-400.4,-0.77
104.5,2607.20264,-393.5,0.37
105.05,2624.53931,-390.6,0.85
105.6,2641.80493,-395.2,0.09
106.15,2659.10327,-396.9,-0.19
106.7,2678.04224,-399.1,-0.56
107.25,2696.61401,-396.9,-0.2
107.8,2714.85034,-401,-0.88
108.35,2732.7207,-387.9,1.29
108.9,2750.24463,-390.3,0.89
109.45,2767.45288,-390.8,0.81
110,2784.27979,-390.2,0.91
110.55,2801.44702,-395.6,0.01
111.1,2818.38721,-387.7,1.32
111.65,2835.10181,-388.9,1.12
112.2,2851.81982,-388.9,1.12
112.75,2869.81689,-395.4,0.04
113.3,2888.01172,-399.5,-0.64
113.85,2906.21045,-401.7,-1
114.4,2924.22363,-392.2,0.57
114.95,2942.89673,-393.9,0.29
115.5,2961.21436,-397.7,-0.34
116.05,2980.44849,-401.1,-0.91
116.6,2999.6936,-395.7,-0.01
117.15,3018.71484,-398.7,-0.51
117.7,3037.35205,-395,0.1
118.25,3055.99341,-394.7,0.15
118.8,3074.13501,-395.8,-0.03
119.35,3092.03613,-391.8,0.63
120.45,3128.5083,-387.9,1.27
121,3146.72217,-404.4,-1.46
121.55,3165.27637,-401.1,-0.91
122.1,3185.7229,-403.4,-1.3
122.65,3206.56641,-391.8,0.62
123.2,3226.7688,-400.5,-0.82
123.75,3246.86279,-406.2,-1.76
124.3,3267.21094,-392.7,0.47
124.85,3286.70679,-400,-0.74
125.4,3306.5813,-401.9,-1.05
125.95,3325.90356,-391.3,0.7
126.5,3345.50293,-399.8,-0.71
127.05,3365.14771,-404.2,-1.44
127.6,3385.10962,-395.6,-0.01
128.15,3405.45874,-397.2,-0.28
128.7,3425.45044,-398.2,-0.44
129.25,3445.16016,-396.6,-0.18
129.8,3464.87329,-395.6,-0.02
130.35,3483.79248,-392.7,0.46
130.9,3503.07251,-401.8,-1.04
131.45,3522.05103,-387.3,1.35
132,3540.56226,-394.6,0.15
132.55,3559.07617,-397.2,-0.29
133.1,3578.32837,-394.5,0.16
133.65,3598.29468,-399.5,-0.67
134.2,3617.72217,-389.9,0.92
134.75,3635.78711,-390.8,0.77
135.3,3653.85449,-394.4,0.17
135.85,3672.00122,-391.7,0.62
136.4,3690.64551,-389.2,1.03
136.95,3708.94678,-401.6,-1.02
137.5,3727.1001,-387.2,1.36
138.05,3745.50146,-387.8,1.26
138.6,3763.56421,-404.9,-1.57
139.15,3782.9856,-388.9,1.07
139.7,3802.25,-394.9,0.08
140.25,3821.60449,-393.8,0.26
140.8,3841.62109,-399.6,-0.7
141.35,3861.26953,-400.9,-0.92
141.9,3880.94751,-391,0.72
142.45,3900.47876,-396.1,-0.12
143,3919.72363,-398.5,-0.52
143.55,3939.896,-396.5,-0.19
144.1,3960.07056,-397.8,-0.41
144.65,3979.64185,-392.9,0.4
145.2,3999.41675,-398.7,-0.56
145.75,4019.15869,-398.9,-0.59
146.3,4037.8606,-390.6,0.78
146.85,4056.91699,-390.4,0.81
147.4,4076.0918,-402.3,-1.16
147.95,4095.42676,-389.9,0.89
148.5,4114.76318,-390.3,0.82
149.05,4134.00732,-398.8,-0.59
149.6,4153.67773,-397.8,-0.42
150.15,4173.31543,-394.9,0.06
150.7,4192.83838,-392.2,0.5
151.25,4212.36182,-404.7,-1.57
151.8,4231.44238,-391.2,0.67
152.35,4250.30615,-387.3,1.31
152.9,4269.17041,-396.4,-0.2
153.45,4288.05469,-387,1.36
154,4306.93359,-398.1,-0.48
154.55,4326.36182,-401.4,-1.03
155.1,4346.73633,-395.2,0
155.65,4367.11133,-393.4,0.29
156.2,4386.60889,-394.9,0.04
156.75,4406.00635,-397.1,-0.32
157.3,4425.51172,-400.6,-0.9
157.85,4445.25098,-393,0.35
158.4,4464.99072,-387.1,1.33
158.95,4483.77734,-397.5,-0.39
159.5,4502.65186,-390.4,0.78
160.05,4521.39404,-399.3,-0.7
160.6,4541.82617,-397.5,-0.4
161.15,4562.2583,-399.9,-0.8
161.7,4582.21631,-395,0.01
162.25,4601.92871,-394.1,0.16
162.8,4621.9917,-393.4,0.27
163.35,4641.60693,-398.4,-0.56
163.9,4661.22119,-395.1,-0.01
164.45,4680.94629,-396,-0.16
165,4701.09961,-397.3,-0.38
165.55,4720.87256,-389.3,0.94
166.1,4740.53955,-399.6,-0.76
166.65,4760.20654,-402.3,-1.21
167.2,4780.67578,-396.7,-0.28
167.75,4801.0752,-397.2,-0.37
168.3,4821.48047,-402,-1.16
168.85,4842.29346,-396.9,-0.32
169.4,4862.72705,-390.9,0.67
169.95,4882.10645,-393.4,0.25
170.5,4901.39893,-395.9,-0.16
171.05,4920.32568,-395.1,-0.03
171.6,4939.11084,-392.7,0.37
172.15,4958.24121,-389,0.98
172.7,4977.55811,-397.9,-0.5
173.25,4997.41162,-398.9,-0.66
173.8,5017.63135,-396.8,-0.32
174.35,5037.27734,-396.6,-0.29
174.9,5056.9209,-392.7,0.36
175.45,5077.15576,-400.6,-0.95
176,5097.24316,-396.3,-0.24
176.55,5117.65625,-395.6,-0.13
177.1,5136.65674,-393.3,0.25
177.65,5156.00537,-391.4,0.56
178.2,5174.81885,-391.3,0.58
178.75,5193.40039,-393.2,0.26
179.3,5212.32373,-397.6,-0.47
179.85,5232.35645,-395.8,-0.17
180.4,5253.08057,-403.1,-1.38
180.95,5273.03516,-396.3,-0.26
181.5,5292.75488,-390.6,0.69
182.05,5312.11328,-396,-0.21
182.6,5331.5127,-390.6,0.68
183.15,5350.51611,-396.3,-0.26
183.7,5369.94189,-394.5,0.03
184.25,5389.17773,-391.4,0.54
184.8,5408.76025,-407.6,-2.14
185.35,5430.22119,-401.2,-1.08
185.9,5452.77002,-402.4,-1.28
186.45,5474.10742,-395,-0.06
187,5495.14404,-402.5,-1.3
187.55,5516.06982,-407.9,-2.19
188.1,5538.56299,-399.6,-0.82
188.65,5560.64307,-394.6,0
189.2,5579.5249,-387.2,1.23
189.75,5597.93359,-396.2,-0.26
190.3,5617.146,-394,0.1
190.85,5636.84375,-399.1,-0.75
191.4,5656.90234,-395.2,-0.1
191.95,5676.67773,-396,-0.24
192.5,5696.82275,-400.4,-0.97
193.05,5716.83252,-391.1,0.57
193.6,5736.2915,-399.2,-0.77
194.15,5756.10742,-386.2,1.38
194.7,5774.45898,-398.9,-0.72
195.25,5793.03125,-389,0.91
195.8,5811.41699,-388.4,1.01
196.35,5830.54785,-400.4,-0.98
196.9,5849.67529,-392.7,0.29
197.45,5868.10498,-391,0.57
198,5886.7168,-392.5,0.32
198.55,5905.14307,-397.7,-0.54
199.1,5925.8252,-399.8,-0.89
199.65,5946.12646,-398.7,-0.71
200.2,5967.26807,-403.7,-1.54
200.75,5988.59326,-397.4,-0.5
201.3,6008.73047,-391.7,0.45
201.85,6027.92334,-394.5,-0.02
202.4,6047.11182,-396.8,-0.4
202.95,6066.76611,-399.2,-0.8
203.5,6086.92725,-394,0.06
204.05,6106.67334,-391.4,0.49
204.6,6126.71484,-403.5,-1.52
205.15,6146.75195,-389.5,0.8
205.7,6165.99609,-399.9,-0.93
206.25,6185.56348,-397.4,-0.51
206.8,6205.3252,-398.6,-0.71
207.35,6224.92188,-394.1,0.03
207.9,6244.90576,-398.4,-0.68
208.45,6265.25293,-401.7,-1.23
209,6285.96436,-392.6,0.27
209.55,6306.17871,-395.4,-0.19
210.1,6325.78125,-402.1,-1.3
210.65,6346.05469,-403.6,-1.55
211.2,6367.22217,-396.5,-0.38
211.75,6387.99365,-402.5,-1.37
212.3,6409.05469,-398.8,-0.76
212.85,6430.11035,-397,-0.47
213.4,6449.43555,-389.4,0.79
213.95,6468.30127,-395,-0.14
214.5,6487.40918,-404.9,-1.78
215.05,6508.77686,-402.2,-1.34
215.6,6530.53564,-389.2,0.81
216.15,6550.47754,-397,-0.48
216.7,6569.66113,-401.8,-1.27
217.25,6590.10791,-398.4,-0.71
217.8,6611.98047,-407.8,-2.27
218.35,6633.31201,-395.4,-0.22
218.9,6654.39893,-403.1,-1.5
219.45,6675.47266,-406.1,-2
220,6695.09766,-390.4,0.6
220.55,6714.92676,-392.6,0.23
221.1,6734.95068,-395.7,-0.28
221.65,6754.85059,-402.9,-1.47
222.2,6775.19922,-401.9,-1.31
222.75,6796.66455,-401.2,-1.2
223.3,6817.73438,-400.4,-1.07
223.85,6837.80859,-397.5,-0.59
224.4,6857.56445,-389.4,0.75
224.95,6876.75293,-395.4,-0.25
225.5,6894.72949,-387.9,0.99
226.05,6913.03467,-398.3,-0.73
226.6,6933.19678,-398.7,-0.8
227.15,6953.43799,-401.3,-1.23
227.7,6973.75098,-396.8,-0.49
228.25,6993.71631,-395.6,-0.29
228.8,7013.37988,-402.5,-1.44
229.35,7034.45752,-399.5,-0.94
229.9,7055.52197,-397.8,-0.66
230.45,7076.34229,-400.5,-1.11
231,7096.71631,-400.8,-1.16
231.55,7117.57666,-396.1,-0.39
232.1,7138.54639,-405.3,-1.91
232.65,7159.63916,-411.9,-3
233.2,7183.03809,-401.7,-1.32
233.75,7206.14893,-399.3,-0.93
234.3,7227.69482,-404.7,-1.82
234.85,7248.8374,-403.1,-1.56
235.4,7270.31396,-402.3,-1.43
235.95,7291.77637,-396.1,-0.4
236.5,7311.01465,-388.3,0.88
237.05,7329.80273,-398.5,-0.81
237.6,7349.2124,-406.3,-2.1
238.15,7370.96484,-399.9,-1.04
238.7,7392.32568,-404.7,-1.84
239.25,7414.37549,-403.8,-1.69
239.8,7436.4126,-395,-0.24
240.35,7457.46973,-402.8,-1.53
240.9,7477.94238,-404.2,-1.77
241.45,7498.46387,-399.1,-0.93
242,7518.73486,-393.3,0.03
242.55,7538.68262,-399.1,-0.93
243.1,7557.28027,-389.2,0.7
243.65,7576.21826,-397.7,-0.71
244.2,7595.2207,-388.4,0.83
244.75,7614.23779,-400.3,-1.14
245.3,7633.49609,-403.7,-1.71
245.85,7654.58057,-398.3,-0.82
246.4,7675.59277,-396.1,-0.46
246.95,7694.80908,-390.7,0.43
247.5,7713.66211,-404.7,-1.88
248.05,7733.28223,-400.2,-1.14
248.6,7753.18359,-388.5,0.79
249.15,7773.04932,-390.4,0.47
249.7,7792.45361,-405.5,-2.03
250.25,7812.20361,-399.5,-1.04
250.8,7833.15186,-402.1,-1.47
251.35,7854.24023,-402.2,-1.49
251.9,7874.2207,-395.2,-0.34
252.45,7893.61865,-391.6,0.26
253,7913.12061,-396.5,-0.56
253.55,7932.94727,-399.5,-1.06
254.1,7952.77002,-400.6,-1.24
254.65,7973.72852,-401.6,-1.41
255.2,7994.78516,-400.6,-1.25
255.75,8016.25537,-406.3,-2.19
256.3,8037.89941,-398.3,-0.87
256.85,8060.00879,-411.7,-3.09
257.4,8082.52441,-399.8,-1.13
257.95,8104.10156,-396.9,-0.65
258.5,8124.47559,-401.4,-1.4
259.05,8145.28857,-405.3,-2.04
259.6,8168.22363,-408.3,-2.54
260.15,8191.03564,-406.5,-2.25
260.7,8213.10742,-400.8,-1.31
261.25,8235.14648,-403.2,-1.71
261.8,8255.94727,-397.5,-0.77
262.35,8276.73535,-401,-1.35
262.9,8297.71387,-401.5,-1.43
263.45,8318.74023,-400.4,-1.26
264,8339.99707,-400.3,-1.24
264.55,8361.41699,-407.3,-2.4
265.1,8383.13184,-403,-1.69
265.65,8405.27148,-404.2,-1.89
266.2,8426.94141,-401.2,-1.4
266.75,8447.5625,-397.2,-0.74
267.3,8468.13672,-396.9,-0.7
267.85,8488.25391,-397.8,-0.85
268.4,8508.36719,-409.5,-2.79
268.95,8528.88184,-397.1,-0.74
269.5,8549.50879,-390.3,0.38
270.05,8569.625,-397.5,-0.81
270.6,8589.31641,-401.9,-1.54
271.15,8608.98145,-392.4,0.02
271.7,8628.54395,-399.9,-1.22
272.25,8648.09375,-399.3,-1.13
272.8,8668.16602,-396.7,-0.7
273.35,8688.30762,-402.1,-1.6
273.9,8708.86133,-401.8,-1.55
274.45,8729.69824,-397.5,-0.84
275,8750.14453,-400.2,-1.29
275.55,8769.94727,-395,-0.44
276.1,8789.86426,-404.4,-2
276.65,8811.45508,-402.1,-1.62
277.2,8833.03223,-397.9,-0.93
277.75,8852.47656,-393.4,-0.19
278.3,8871.72363,-397.7,-0.9
278.85,8891.24512,-397.4,-0.86
279.4,8910.98535,-397.4,-0.86
279.95,8930.55859,-399,-1.13
280.5,8949.62988,-391.8,0.05
281.05,8968.69824,-392.7,-0.1
281.6,8988.20996,-401.1,-1.49
282.15,9007.7959,-396.1,-0.67
282.7,9027.30762,-397.7,-0.94
283.25,9046.75586,-395.6,-0.59
283.8,9066.20117,-398.6,-1.09
284.35,9085.62891,-394.9,-0.49
284.9,9105.04492,-394.9,-0.49
285.45,9126.03223,-407.4,-2.56
286,9147.31738,-403.4,-1.9
286.55,9167.60547,-392.2,-0.06
287.1,9187.44238,-400.4,-1.42
287.65,9206.50879,-391.1,0.11
288.2,9224.43359,-388.5,0.54
288.75,9242.35645,-394.8,-0.51
289.3,9261.82617,-397.7,-0.99
289.85,9281.49414,-401.2,-1.57
290.4,9300.67285,-391.9,-0.04
290.95,9319.49219,-393.3,-0.28
291.5,9338.2959,-394.3,-0.45
292.05,9357.02734,-395,-0.57
292.6,9375.74414,-392.4,-0.14
293.15,9393.95703,-393.5,-0.33
293.7,9412,-390,0.24
294.8,9447.16602,-388.5,0.48
295.35,9464.46777,-394.3,-0.48
295.9,9483.60059,-403.6,-2.02
296.45,9503.57812,-393.3,-0.33
297,9523.06836,-398,-1.11
297.55,9541.80664,-391,0.04
298.1,9560.53027,-395.8,-0.75
298.65,9578.31836,-386.4,0.79
299.2,9596.10449,-391.8,-0.1
299.75,9614.36035,-398.2,-1.16
300.3,9633.125,-391.6,-0.08
300.85,9651.76953,-393.4,-0.38
301.4,9669.01953,-384.4,1.11
301.95,9686.26855,-391.3,-0.04
302.5,9703.60352,-391,0.01
303.05,9721.02539,-388.3,0.45
303.6,9738.43359,-391.4,-0.07
304.15,9755.05371,-382.9,1.33
304.7,9771.61035,-387.2,0.62
305.25,9788.9502,-405.5,-2.4
305.8,9808.65137,-391.7,-0.13
306.35,9828.33984,-392.1,-0.2
306.9,9847.20898,-400.4,-1.57
307.45,9866.01172,-386.7,0.68
308,9884.24121,-394.5,-0.61
308.55,9901.97559,-389.9,0.15
309.1,9919.73633,-394.7,-0.65
309.65,9938.54395,-396.6,-0.97
310.2,9957.35059,-388.6,0.35
310.75,9975.7627,-392.9,-0.36
311.3,9993.95703,-395.2,-0.75
311.85,10011.9775,-389.1,0.26
312.4,10029.3438,-388.7,0.32
312.95,10046.71,-391.8,-0.2
313.5,10064.6074,-388.8,0.29
314.05,10082.8076,-397.7,-1.18
314.6,10100.7148,-390.4,0.02
315.15,10117.3848,-382.1,1.39
315.7,10134.0547,-387.9,0.43
316.25,10151.3037,-390.6,-0.02
316.8,10169.0801,-393.3,-0.47
317.35,10186.8447,-388.1,0.38
317.9,10204.6504,-391.6,-0.2
318.45,10222.457,-396.9,-1.08
319,10240.6914,-398.7,-1.38
319.55,10259.3174,-386.6,0.61
320.1,10277.8193,-390.7,-0.07
320.65,10295.4287,-391.2,-0.15
321.2,10313.0391,-389.5,0.12
321.75,10331.2852,-400.9,-1.76
322.3,10349.9658,-388.6,0.26
322.85,10368.6934,-397.9,-1.27
323.4,10387.6484,-393,-0.47
323.95,10406.6045,-394.4,-0.71
324.5,10425.666,-399.4,-1.53
325.05,10444.7451,-388.2,0.31
325.6,10462.4648,-386.8,0.53
326.15,10478.709,-383,1.16
326.7,10494.9551,-387.5,0.41
327.25,10511.0078,-390.1,-0.02
327.8,10527.0107,-377.1,2.12
328.35,10543.0801,-397.4,-1.23
328.9,10561.7129,-390.6,-0.12
329.45,10580.3486,-393.2,-0.55
330,10599.0938,-395.2,-0.88
330.55,10617.9082,-393.7,-0.64
331.1,10636.5059,-392.9,-0.51
331.65,10654.5195,-391.4,-0.27
332.2,10672.5352,-384.5,0.86
332.75,10690.502,-394.4,-0.77
333.3,10708.46,-394.8,-0.84
333.85,10726.8691,-395.8,-1.01
334.4,10746.2324,-396.2,-1.08
334.95,10765.5918,-395.4,-0.96
335.5,10784.1104,-391.7,-0.35
336.05,10802.6348,-390.9,-0.22
336.6,10820.6396,-388,0.25
337.15,10838.3174,-392.6,-0.51
337.7,10856.1475,-397.7,-1.36
338.25,10875.415,-394.3,-0.8
338.8,10894.6758,-391.4,-0.33
339.35,10912.8857,-387.7,0.28
339.9,10930.7822,-395.2,-0.96
340.45,10949.2148,-400.3,-1.81
341,10968.9082,-393.3,-0.66
341.55,10988.5869,-390,-0.12
342.1,11006.1572,-390.9,-0.27
342.65,11023.7334,-387.4,0.3
343.2,11041.708,-389.7,-0.08
343.75,11060.0918,-398,-1.45
344.3,11078.5186,-396.1,-1.14
344.85,11097.5898,-392,-0.47
345.4,11116.6689,-397.7,-1.41
345.95,11136.4746,-398.9,-1.62
346.5,11156.5488,-394.7,-0.93
347.05,11175.1875,-386.8,0.37
347.6,11192.2822,-385.8,0.53
348.15,11209.3838,-387.9,0.18
348.7,11227.6016,-390.7,-0.29
349.25,11245.9404,-402,-2.15
349.8,11264.5518,-392.6,-0.61
350.35,11283.459,-390.8,-0.32
350.9,11302.1328,-394.6,-0.95
351.45,11318.9443,-381,1.29
352,11335.752,-382.1,1.11
352.55,11353.6064,-399.5,-1.77
353.1,11372.5303,-393.5,-0.78
353.65,11391.5273,-398.4,-1.59
354.2,11410.9902,-393.4,-0.77
354.75,11430.4473,-390.9,-0.37
355.3,11448.0908,-386.1,0.42
355.85,11465.3408,-387.8,0.14
356.4,11482.4912,-383.8,0.79
356.95,11499.3379,-386.9,0.28
357.5,11516.1816,-393,-0.73
358.05,11534.6416,-396.6,-1.33
358.6,11554.0088,-394.1,-0.92
359.15,11573.4229,-395.5,-1.16
359.7,11592.9346,-395.4,-1.15
360.25,11612.4434,-389.6,-0.19
360.8,11630.7852,-394.8,-1.05
361.35,11649.1289,-388.3,0.01
361.9,11667.3623,-394.8,-1.06
362.45,11685.5176,-387.9,0.07
363,11703.75,-396.1,-1.29
363.55,11722.7441,-391.3,-0.5
364.1,11741.7461,-393.6,-0.88
364.65,11760.4072,-387.8,0.07
365.2,11778.9531,-396.1,-1.3
365.75,11798.4639,-403.2,-2.48
366.3,11819.9482,-399.4,-1.85
366.85,11841.3965,-400.8,-2.09
367.4,11862.6777,-399.4,-1.86
367.95,11883.957,-400.9,-2.11
368.5,11905.2725,-399.2,-1.84
369.05,11926.5986,-404.9,-2.78
369.6,11949.4121,-404,-2.64
370.15,11972.2861,-398.2,-1.69
370.7,11993.3936,-400,-1.99
371.25,12014.4326,-399.8,-1.96
371.8,12036.7266,-406.2,-3.02
372.35,12059.3008,-403.5,-2.57
372.9,12082.4902,-405.5,-2.91
373.45,12105.833,-414.8,-4.44
374,12130.8604,-406.2,-3.03
374.55,12156.1396,-405.8,-2.97
375.1,12180.584,-410.9,-3.81
375.65,12204.7021,-403.7,-2.63
376.2,12227.249,-400.6,-2.12
376.75,12249.9336,-409.6,-3.61
377.3,12273.4033,-401.2,-2.23
377.85,12297.4521,-413.3,-4.23
378.4,12323.7012,-414.3,-4.4
378.95,12349.8477,-408.8,-3.49
379.5,12375.8887,-417.4,-4.91
380.05,12401.6885,-406.8,-3.17
380.6,12427.3848,-404.3,-2.76
381.15,12452.1934,-412.4,-4.1
381.7,12477.0107,-412.6,-4.14
382.25,12503.2119,-410.9,-3.86
382.8,12530.3105,-420.8,-5.5
383.35,12559.377,-417.2,-4.91
383.9,12588.3926,-418.8,-5.17
384.45,12617.3242,-415.6,-4.65
385,12645.7383,-418.6,-5.15
385.55,12673.4316,-410.9,-3.88
386.1,12700.4229,-413.7,-4.35
386.65,12727.2959,-412.7,-4.19
387.2,12754.4102,-419.3,-5.28
387.75,12784.1279,-420.8,-5.53
388.3,12812.8379,-412.1,-4.1
388.85,12840.6387,-416,-4.74
389.4,12867.3994,-408.8,-3.56
389.95,12894.1436,-413.9,-4.41
390.5,12921.5732,-416.4,-4.82
391.05,12949.6152,-417.7,-5.04
391.6,12978.3389,-414.9,-4.58
392.15,13005.3965,-410.4,-3.85
392.7,13032.168,-411.6,-4.05
393.25,13058.9648,-415,-4.61
393.8,13086.6318,-418.4,-5.17
394.35,13115.4902,-415.5,-4.7
394.9,13143.252,-412.9,-4.27
395.45,13170.4932,-408,-3.47
396,13195.9873,-410.8,-3.94
396.55,13221.9482,-414.8,-4.6
397.1,13248.8369,-408.7,-3.6
397.65,13274.8125,-408.5,-3.57
398.2,13300.1768,-411.8,-4.12
398.75,13326.6846,-412.8,-4.28
399.3,13353.667,-419,-5.31
399.85,13383.1836,-417.5,-5.06
400.4,13412.043,-414,-4.49
400.95,13440.2119,-416.6,-4.92
401.5,13467.7861,-410.8,-3.97
402.05,13494.8799,-403.4,-2.76
402.6,13519.9131,-413.7,-4.46
403.15,13545.542,-410.2,-3.88
403.7,13572.4082,-415.9,-4.83
404.25,13600.4316,-416.8,-4.98
404.8,13629.2363,-417.3,-5.06
405.35,13658.3955,-417.1,-5.03
405.9,13686.9766,-411.9,-4.18
406.45,13714.5898,-415.5,-4.78
407,13742.3896,-413.4,-4.43
