ztop,Age,Deuterium,dT
1886.5,158813.38,-430.6,-7.29
1887.05,158911.21,-423.1,-6.06
1887.6,159010.3,-425.9,-6.52
1888.15,159104.7,-421.1,-5.74
1888.7,159200.15,-427.9,-6.86
1889.25,159298.05,-431.7,-7.49
1889.8,159386.75,-428.7,-6.99
1890.35,159490.19,-428.3,-6.93
1890.9,159588.11,-430.5,-7.3
1891.45,159691.68,-431,-7.38
1892,159795.89,-432.17,-7.58
1892.55,159897.37,-434.51,-7.96
1893.1,160002.24,-431.46,-7.46
1893.65,160106.21,-431.52,-7.47
1894.2,160208.88,-430.99,-7.39
1894.75,160323.39,-432.9,-7.7
1895.3,160432.21,-432.1,-7.57
1895.85,160539.02,-432.1,-7.57
1896.4,160643.55,-435.7,-8.17
1896.95,160756.11,-434.8,-8.02
1897.5,160867.92,-435.3,-8.1
1898.05,160980.62,-436.1,-8.23
1898.6,161097.39,-434.7,-8
1899.15,161210.3,-441,-9.04
1899.7,161329.57,-440,-8.87
1900.25,161443.49,-435.5,-8.13
1900.8,161558.41,-430.1,-7.24
1901.35,161662.78,-428.2,-6.93
1901.9,161763.84,-431.9,-7.54
1902.45,161876.68,-427,-6.73
1903,161974.2,-426.3,-6.62
1903.55,162076.83,-424.9,-6.39
1904.1,162177.84,-425.4,-6.47
1904.65,162277.77,-423.8,-6.21
1905.2,162375.33,-428,-6.91
1905.75,162475.81,-423.49,-6.17
1906.3,162570,-430.5,-7.32
1906.85,162671.68,-433.5,-7.82
1907.4,162774.87,-427.5,-6.83
1907.95,162877.02,-428.3,-6.97
1908.5,162979.02,-427.8,-6.88
1909.05,163080.44,-428,-6.92
1909.6,163182.4,-431.2,-7.45
1910.15,163289.11,-429.2,-7.12
1910.7,163393.18,-438.1,-8.58
1911.25,163505.99,-437.7,-8.52
1911.8,163622.8,-430.9,-7.4
1912.35,163730.5,-429.2,-7.12
1912.9,163835.49,-437,-8.4
1913.45,163952.94,-442.41,-9.28
1914,164074.02,-440.3,-8.93
1914.55,164197.89,-443.7,-9.49
1915.1,164327.68,-441.5,-9.12
1915.65,164453.36,-437,-8.38
1916.2,164571.96,-438.5,-8.62
1916.75,164692.16,-439.3,-8.75
1917.3,164813.84,-438,-8.54
1917.85,164933.53,-436.3,-8.25
1918.4,165050.91,-442,-9.19
1918.95,165176.9,-440.39,-8.92
1919.5,165297.25,-438.7,-8.64
1920.05,165417.21,-433.4,-7.77
1920.6,165529.99,-436,-8.19
1921.15,165646.16,-439.3,-8.73
1921.7,165767.76,-437.2,-8.39
1922.25,165886.54,-436,-8.19
1922.8,166002.68,-434.9,-8
1923.35,166118.58,-441.48,-9.08
1923.9,166244.85,-438.2,-8.54
1924.45,166358.39,-435.8,-8.15
1925,166473.6,-432.7,-7.63
1925.55,166585.04,-438.6,-8.6
1926.1,166705.86,-437,-8.34
1926.65,166824.45,-440.3,-8.88
1927.2,166941.45,-431.2,-7.38
1927.75,167050.09,-432.6,-7.61
1928.3,167160.56,-432.2,-7.54
1928.85,167270.75,-432.3,-7.56
1929.4,167380.35,-431,-7.34
1929.95,167481.76,-428.8,-6.98
1930.5,167586.25,-434.7,-7.95
1931.05,167700.3,-431.4,-7.41
1931.6,167809.47,-429.9,-7.16
1932.15,167915.27,-424.8,-6.32
1932.7,168015.21,-427.6,-6.79
1933.25,168116.65,-423.2,-6.06
1933.8,168213.28,-421.8,-5.83
1934.35,168308.97,-427.4,-6.76
1934.9,168413.05,-429.4,-7.09
1935.45,168515.76,-425.6,-6.46
1936,168616.22,-426.9,-6.68
1936.55,168719.12,-435.8,-8.14
1937.1,168830.35,-434.3,-7.89
1937.65,168937.37,-425.6,-6.46
1938.2,169037.52,-426.3,-6.58
1938.75,169138.66,-425.8,-6.49
1939.3,169239.08,-427.6,-6.79
1939.85,169342.63,-432.1,-7.53
1940.4,169453.34,-432.7,-7.63
1940.95,169565.09,-432.2,-7.54
1941.5,169675.45,-426.7,-6.64
1942.05,169778.28,-426.4,-6.59
1942.6,169880.75,-435.2,-8.03
1943.15,169996.22,-432.9,-7.65
1943.7,170109.4,-434.5,-7.91
1944.25,170225.84,-435.84,-8.13
1944.8,170343.25,-436.91,-8.31
1945.35,170456.88,-435.8,-8.12
1945.9,170569.22,-436.73,-8.27
1946.45,170682.07,-435.83,-8.12
1947,170799.11,-436.22,-8.18
1947.55,170915.5,-437.82,-8.44
1948.1,171035.62,-438.58,-8.56
1948.65,171156.54,-436,-8.13
1949.2,171275.38,-436.9,-8.28
1949.75,171394.94,-431.6,-7.4
1950.3,171505.34,-429,-6.97
1950.85,171609.92,-426.4,-6.55
1951.4,171711.65,-423.3,-6.03
1951.95,171810.25,-427,-6.64
1952.5,171911.82,-422.6,-5.92
1953.05,172008.9,-422.1,-5.84
1953.6,172105.57,-427.24,-6.68
1954.15,172208.27,-423.7,-6.1
1954.7,172308.25,-429.8,-7.1
1955.25,172414.67,-427.7,-6.76
1955.8,172520.35,-431.9,-7.45
1956.35,172631.56,-427.47,-6.71
1956.9,172748.74,-432,-7.46
1957.45,172861.26,-433.1,-7.64
1958,172975.64,-438.1,-8.46
1958.55,173097.28,-431.7,-7.4
1959.1,173210.29,-436.2,-8.14
1959.65,173328.58,-433,-7.61
1960.2,173443.04,-436.45,-8.17
1960.75,173564.64,-436.5,-8.18
1961.3,173685.23,-439.7,-8.7
1961.85,173811.07,-437.4,-8.32
1962.4,173933.42,-435.9,-8.07
1962.95,174052.7,-435.4,-7.99
1963.5,174171.28,-436.2,-8.12
1964.05,174291.02,-434.35,-7.81
1964.6,174410.3,-437.81,-8.38
1965.15,174528.41,-432.8,-7.56
1965.7,174642.74,-435.4,-7.98
1966.25,174760.52,-431.7,-7.37
1966.8,174873.75,-434.7,-7.87
1967.35,174990.85,-438,-8.41
1967.9,175113.36,-432.2,-7.46
1968.45,175227.74,-433.2,-7.62
1969,175342.69,-435.2,-7.95
1969.55,175461.49,-436.43,-8.15
1970.1,175582.48,-440.9,-8.89
1970.65,175712.01,-440.8,-8.87
1971.2,175841.95,-443,-9.23
1971.75,175975.71,-439.2,-8.6
1972.3,176103,-438.8,-8.53
1972.85,176229.25,-439.7,-8.68
1973.4,176357.3,-440.9,-8.87
1973.95,176487.41,-437.3,-8.28
1974.5,176610.21,-437.3,-8.28
1975.05,176727.95,-436.3,-8.11
1975.6,176848.35,-429.2,-6.94
1976.15,176958,-428.3,-6.79
1976.7,177064.61,-421.1,-5.61
1977.25,177165.03,-425.5,-6.33
1977.8,177268.14,-428.6,-6.84
1978.35,177375.16,-428.09,-6.76
1978.9,177478.13,-427.2,-6.61
1979.45,177584.24,-435.2,-7.93
1980,177700.73,-422.5,-5.84
1980.55,177801.12,-421.7,-5.71
1981.1,177898.52,-419.8,-5.4
1981.65,177993.81,-423.37,-5.99
1982.2,178095.48,-422.5,-5.85
1982.75,178194.86,-425.4,-6.32
1983.3,178298.39,-426.7,-6.54
1983.85,178404.2,-427.6,-6.69
1984.4,178510.56,-423,-5.93
1984.95,178612.71,-429.5,-7
1985.5,178722.15,-429,-6.92
1986.05,178832.31,-429.8,-7.05
1986.6,178943.87,-432.3,-7.46
1987.15,179060.36,-435.8,-8.03
1987.7,179182.42,-439.73,-8.68
1988.25,179307.78,-436.6,-8.16
1988.8,179432.47,-440.7,-8.83
1989.35,179562.13,-439.2,-8.58
1989.9,179694.34,-436.9,-8.2
1990.45,179818.61,-430.4,-7.13
1991,179933.56,-441.47,-8.95
1991.55,180062.66,-438.1,-8.39
1992.1,180190.69,-432.5,-7.47
1992.65,180309,-437.3,-8.26
1993.2,180434.81,-439.4,-8.6
1993.75,180565.71,-439.9,-8.68
1994.3,180697.67,-441.94,-9.02
1994.85,180829.29,-436.38,-8.1
1995.4,180956.06,-438.8,-8.49
1995.95,181085.85,-437.6,-8.29
1996.5,181214.64,-441.9,-9
1997.05,181350.54,-440.6,-8.79
1997.6,181484.37,-437.8,-8.32
1998.15,181602.64,-442.4,-9.08
1998.7,181729.28,-442.3,-9.06
1999.25,181868.11,-439.2,-8.55
1999.8,182000.8,-443.4,-9.24
2000.35,182132.54,-441.3,-8.89
2000.9,182269.3,-436,-8.02
2001.45,182407.78,-439,-8.51
2002,182533.53,-438.4,-8.41
2002.55,182662.72,-441,-8.84
2003.1,182798.21,-440.4,-8.74
2003.65,182929.21,-441,-8.84
2004.2,183062.43,-440.6,-8.77
2004.75,183195.26,-443.4,-9.23
2005.3,183331.57,-437.9,-8.32
2005.85,183461.43,-443.6,-9.26
2006.4,183597.68,-443.3,-9.2
2006.95,183739.84,-441.1,-8.84
2007.5,183877.17,-437.9,-8.31
2008.05,184009.06,-439.4,-8.55
2008.6,184143.08,-438.2,-8.35
2009.15,184275.78,-442.4,-9.04
2009.7,184415.96,-441.1,-8.82
2010.25,184554.18,-438.8,-8.43
2010.8,184688.18,-443.2,-9.15
2011.35,184831.1,-440.2,-8.66
2011.9,184967.92,-438.4,-8.35
2012.45,185101.01,-435.5,-7.87
2013,185228.55,-433.3,-7.51
2013.55,185352.96,-439.3,-8.5
2014.1,185487.49,-438.8,-8.41
2014.65,185621.86,-437.7,-8.22
2015.2,185754.59,-438.4,-8.34
2015.75,185888.45,-435.7,-7.89
2016.3,186017.04,-435.4,-7.84
2016.85,186145.2,-435,-7.77
2017.4,186272.59,-434.3,-7.65
2017.95,186398.05,-434.6,-7.69
2018.5,186512.46,-432.4,-7.33
2019.05,186633.77,-427.2,-6.47
2019.6,186747.92,-430.6,-7.03
2020.15,186866.91,-428.9,-6.75
2020.7,186983.86,-428.2,-6.63
2021.25,187099.43,-428.2,-6.63
2021.8,187213.8,-421.6,-5.54
2022.35,187319.62,-422.1,-5.62
2022.9,187425.08,-423.4,-5.83
2023.45,187532.08,-418.9,-5.09
2024,187632.92,-418.5,-5.02
2024.55,187732.5,-414.6,-4.38
2025.1,187826.4,-411.6,-3.89
2025.65,187916.37,-414.2,-4.32
2026.2,188009.06,-412.4,-4.03
2026.75,188101.98,-422.5,-5.69
2027.3,188207.41,-422.5,-5.69
2027.85,188314.39,-422.21,-5.64
2028.4,188421.57,-421.8,-5.57
2028.95,188528.47,-427.9,-6.58
2029.5,188644.2,-425.1,-6.12
2030.05,188756.6,-425.62,-6.2
2030.6,188871.96,-428.2,-6.62
2031.15,188989.36,-421.1,-5.45
2031.7,189095.21,-425.1,-6.11
2032.25,189207.23,-425.1,-6.11
2032.8,189320.41,-428.9,-6.73
2033.35,189439.25,-428.9,-6.73
2033.9,189558.41,-426.1,-6.27
2034.45,189673.87,-427.6,-6.51
2035,189791.18,-428.5,-6.66
2035.55,189911.43,-433.2,-7.43
2036.1,190039.01,-426.4,-6.31
2036.65,190155.29,-428.9,-6.71
2037.2,190275.63,-430.8,-7.02
2037.75,190400.39,-436.7,-7.99
2038.3,190535.98,-436.9,-8.01
2038.85,190671.9,-431.3,-7.08
2039.4,190799.2,-437.3,-8.06
2039.95,190936.15,-430.7,-6.97
2040.5,191061.4,-432,-7.18
2041.05,191188.48,-432.6,-7.27
2041.6,191316.5,-429.4,-6.74
2042.15,191439.6,-430.5,-6.91
2042.7,191563.54,-426.7,-6.28
2043.25,191682.22,-430.7,-6.93
2043.8,191805.57,-421.9,-5.48
2044.35,191916.53,-423.51,-5.74
2044.9,192025.56,-417.5,-4.75
2045.45,192126.87,-418.7,-4.94
2046,192230.54,-417.1,-4.67
2046.55,192332.48,-417.7,-4.77
2047.1,192435.47,-428.3,-6.51
2047.65,192555.87,-425,-5.96
2048.2,192672.45,-429.2,-6.64
2048.75,192794.68,-426.4,-6.17
2049.3,192912.71,-425.5,-6.02
2049.85,193028.83,-422,-5.43
2050.4,193139.7,-429,-6.58
2050.95,193263.63,-434.5,-7.47
2051.5,193396.15,-429.3,-6.6
2052.05,193520.51,-430.3,-6.75
2052.6,193645.85,-430.7,-6.81
2053.15,193769.64,-431.9,-6.99
2053.7,193897.45,-427.3,-6.22
2054.25,194019.1,-433.7,-7.26
2054.8,194149.4,-425.8,-5.95
2055.35,194268.64,-431,-6.79
2055.9,194394.53,-427.5,-6.2
2056.45,194515.2,-427.6,-6.21
2057,194635.71,-426.3,-5.98
2057.55,194753.67,-424.5,-5.67
2058.1,194869.91,-430,-6.57
2058.65,194993.69,-422.6,-5.34
2059.2,195105.27,-419.9,-4.88
2059.75,195213.3,-422.8,-5.35
2060.3,195324.42,-421.1,-5.06
2060.85,195433.88,-421.1,-5.05
2061.4,195545.48,-423,-5.35
2061.95,195641.75,-417.7,-4.47
2062.5,195742.78,-421.9,-5.15
2063.05,195852.63,-420.5,-4.91
2063.6,195960.94,-420.7,-4.93
2064.15,196067.99,-413.9,-3.8
2064.7,196168.07,-421,-4.96
2065.25,196274.9,-418.6,-4.56
2065.8,196377.64,-420.7,-4.9
2066.35,196482.82,-417.7,-4.39
2066.9,196579.29,-420.3,-4.81
2067.45,196686.04,-419,-4.59
2068,196791.59,-416.7,-4.2
2068.55,196893.44,-415.3,-3.96
2069.1,196993.14,-414.8,-3.87
2069.65,197091.97,-413.7,-3.68
2070.2,197189.19,-410.9,-3.2
2070.75,197282.3,-412.3,-3.43
2071.3,197377.34,-413.2,-3.57
2071.85,197473.61,-413.3,-3.57
2072.4,197568.64,-409.9,-3
2072.95,197656.14,-408.5,-2.76
2073.5,197745.34,-410.6,-3.1
2074.05,197837.64,-409.5,-2.92
2074.6,197928.56,-409.2,-2.86
2075.15,198018.89,-408.1,-2.67
2075.7,198107.5,-405,-2.16
2076.25,198193.02,-407.7,-2.6
2076.8,198281.72,-413.9,-3.61
2077.35,198376.03,-407.7,-2.58
2077.9,198465.41,-408.7,-2.74
2078.45,198554.01,-402.5,-1.71
2079,198636.5,-403.1,-1.81
2079.55,198715.02,-406,-2.29
2080.1,198800.28,-409.5,-2.86
2080.65,198890.81,-407.4,-2.51
2081.2,198978.77,-405.5,-2.19
2081.75,199064.66,-405.9,-2.25
2082.3,199150.84,-406.7,-2.38
2082.85,199237.93,-404.7,-2.04
2083.4,199322.99,-407.25,-2.46
2083.95,199410.42,-405.5,-2.17
2084.5,199496.55,-406.2,-2.28
2085.05,199583.29,-408.4,-2.64
2085.6,199672.9,-408.7,-2.68
2086.15,199761.5,-400.8,-1.37
2086.7,199842.91,-403,-1.73
2087.25,199925.53,-404.2,-1.93
2087.8,200009.94,-406.4,-2.29
2088.35,200096.31,-402.5,-1.65
2088.9,200179.37,-408,-2.55
2089.45,200268.32,-408.5,-2.63
2090,200358.35,-407.3,-2.43
2090.55,200447.88,-407.5,-2.47
2091.1,200536.85,-407.2,-2.41
2091.65,200624.18,-403.1,-1.73
2092.2,200708.42,-406,-2.21
2092.75,200794.88,-405.5,-2.13
2093.3,200881.4,-406.3,-2.26
2093.85,200968.91,-406.5,-2.29
2094.4,201055.81,-401.2,-1.42
2094.95,201137.77,-411.8,-3.17
2095.5,201233.02,-407.82,-2.51
2096.05,201323.51,-405.35,-2.1
2096.6,201408.79,-403.4,-1.78
2097.15,201492.84,-402.8,-1.68
2097.7,201576.81,-407.7,-2.5
2098.25,201666.59,-410.4,-2.94
2098.8,201759.97,-410.4,-2.94
2099.35,201854.21,-412.1,-3.22
2099.9,201950.24,-410.3,-2.92
2100.45,202044.91,-416.1,-3.88
2101,202147.22,-415,-3.7
2101.55,202248.57,-415,-3.69
2102.1,202349.5,-412.3,-3.24
2102.65,202447.3,-415,-3.69
2103.2,202548.88,-418.9,-4.33
2103.75,202656.05,-417.8,-4.14
2104.3,202761.63,-414.4,-3.58
2104.85,202864.19,-421,-4.67
2105.4,202974.79,-422.6,-4.93
2105.95,203089.07,-421.3,-4.71
2106.5,203200.94,-418.4,-4.22
2107.05,203309.94,-423.98,-5.14
2107.6,203426.42,-417.8,-4.11
2108.15,203534.14,-421.6,-4.74
2108.7,203647.03,-422.1,-4.82
2109.25,203760.59,-420.1,-4.48
2109.8,203871.22,-418.5,-4.21
2110.35,203979.96,-422.84,-4.92
2110.9,204097.05,-422,-4.78
2111.45,204210.51,-417.9,-4.09
2112,204318.55,-419.4,-4.34
2112.55,204427.84,-417.5,-4.02
2113.1,204537.4,-413.4,-3.34
2113.65,204637.44,-417,-3.93
2114.2,204743.29,-420.7,-4.54
2114.75,204854.46,-417.3,-3.97
2115.3,204960.51,-413.3,-3.31
2115.85,205061.47,-414.06,-3.43
2116.4,205163.67,-413.6,-3.35
2116.95,205264.41,-413.9,-3.4
2117.5,205365.24,-413.9,-3.4
2118.05,205465.31,-409.5,-2.67
2118.6,205561.83,-416.9,-3.89
2119.15,205665.2,-411.5,-3
2119.7,205763.59,-411.6,-3.02
2120.25,205861.57,-414,-3.41
2120.8,205962.55,-414.7,-3.53
2121.35,206064.71,-413.3,-3.29
2121.9,206165.81,-413,-3.24
2122.45,206265.64,-411.6,-3.01
2123,206363.72,-409.1,-2.6
2123.55,206458.14,-406.8,-2.22
2124.1,206551.56,-411.9,-3.06
2124.65,206649.43,-412.9,-3.23
2125.2,206748.79,-410,-2.75
2125.75,206845.18,-416.2,-3.77
2126.3,206949.26,-411.4,-2.98
2126.85,207047.5,-410.9,-2.89
2127.4,207144.5,-411.2,-2.94
2127.95,207241.94,-412,-3.08
2128.5,207340.62,-413.2,-3.27
2129.05,207441.1,-410.1,-2.76
2129.6,207537.09,-411.4,-2.98
2130.15,207634.47,-408.28,-2.46
2130.7,207723.51,-407.8,-2.39
2131.25,207815.47,-407.2,-2.29
2131.8,207908.01,-410.7,-2.87
2132.35,208003.91,-407.55,-2.35
2132.9,208097.37,-407.9,-2.41
2133.45,208190.27,-406.5,-2.19
2134,208281.48,-409.1,-2.62
2134.55,208376.01,-409,-2.61
2135.1,208470.86,-409.8,-2.74
2135.65,208565.7,-405,-1.95
2136.2,208655.37,-403.4,-1.69
2136.75,208742.7,-406.7,-2.24
2137.3,208834.05,-407.5,-2.38
2137.85,208926.02,-403,-1.64
2138.4,209013.15,-403.2,-1.67
2138.95,209100.38,-407.1,-2.32
2139.5,209191.96,-403.9,-1.8
2140.05,209280.33,-408.3,-2.53
2140.6,209373.59,-406.2,-2.19
2141.15,209464.08,-401.4,-1.4
2141.7,209550.36,-407.4,-2.39
2142.25,209642.22,-401.7,-1.46
2142.8,209728.06,-406.4,-2.24
2143.35,209817.94,-401,-1.35
2143.9,209903.5,-403.5,-1.77
2144.45,209990.59,-401.8,-1.49
2145,210075.56,-403.9,-1.84
2145.55,210157.3,-394.2,-0.24
2146.1,210234.38,-401.1,-1.39
2146.65,210318.62,-402,-1.55
2147.2,210403.83,-400.3,-1.27
2147.75,210487.55,-400.4,-1.29
2148.3,210571.5,-405.91,-2.21
2148.85,210657.64,-403.4,-1.8
2149.4,210745.52,-407.2,-2.43
2149.95,210838.26,-404.6,-2.01
2150.5,210926.96,-399.2,-1.12
2151.05,211009.92,-399.1,-1.11
2151.6,211092.26,-403,-1.76
2152.15,211179.75,-406.4,-2.33
2152.7,211270.07,-398.8,-1.07
2153.25,211353.56,-400.7,-1.39
2153.8,211437.58,-404.7,-2.06
2154.35,211527.34,-404.6,-2.05
2154.9,211616.18,-407.2,-2.48
2155.45,211700.88,-404.3,-2.01
2156,211785.85,-406.3,-2.34
2156.55,211877.57,-404.4,-2.03
2157.1,211966.95,-402.6,-1.74
2157.65,212054.57,-404.2,-2.01
2158.2,212143.33,-401.1,-1.5
2158.75,212229.4,-408.6,-2.75
2159.3,212323.59,-404.9,-2.14
2159.85,212415.06,-407.8,-2.62
2160.4,212508.98,-407.6,-2.59
2160.95,212602.59,-405.64,-2.27
2161.5,212691.51,-402.8,-1.81
2162.05,212779.11,-403.86,-1.99
2162.6,212867.77,-403.9,-2
2163.15,212957.1,-405.7,-2.3
2163.7,213048.09,-403.2,-1.89
2164.25,213136.43,-401.3,-1.58
2164.8,213222.87,-406.1,-2.38
2165.35,213313.82,-403.5,-1.96
2165.9,213402.92,-403.3,-1.93
2166.45,213491.44,-408.22,-2.75
2167,213583.31,-407.9,-2.7
2167.55,213678.46,-409.8,-3.02
2168.1,213775.21,-403.5,-1.98
2168.65,213864.29,-400,-1.41
2169.2,213949.33,-402.1,-1.76
2169.75,214036.09,-407.57,-2.67
2170.3,214126.86,-406.5,-2.5
2170.85,214219.1,-402.6,-1.86
2171.4,214308.39,-407,-2.59
2171.95,214401.17,-403.9,-2.09
2172.5,214491.25,-402.2,-1.81
2173.05,214579.87,-403.2,-1.98
2173.6,214667.48,-402.8,-1.92
2174.15,214755.5,-402.2,-1.83
2174.7,214842.78,-399.51,-1.39
2175.25,214924.22,-404.64,-2.25
2175.8,215011.3,-397.03,-1
2176.35,215093.09,-399.4,-1.39
2176.9,215176.32,-397.99,-1.17
2177.45,215258.47,-401.6,-1.77
2178,215341.56,-400.75,-1.64
2178.55,215427.75,-401.04,-1.7
2179.1,215513.82,-399.6,-1.46
2179.65,215598.84,-404.3,-2.25
2180.2,215686.51,-402.8,-2.01
2180.75,215775.5,-405.8,-2.51
2181.3,215865.62,-404,-2.22
2181.85,215956.43,-405,-2.39
2182.4,216048.53,-405.6,-2.5
2182.95,216141.7,-408,-2.9
2183.5,216238.39,-409.7,-3.19
2184.05,216337.82,-407.4,-2.82
2184.6,216433.94,-407.8,-2.89
2185.15,216530.57,-407.1,-2.78
2185.7,216626.57,-408.1,-2.95
2186.25,216724.55,-412.7,-3.72
2186.8,216828.31,-412.7,-3.72
2187.35,216930.47,-414.6,-4.04
2187.9,217038.2,-415,-4.11
2188.45,217147.06,-414.3,-4
2189,217255.48,-417,-4.45
2189.55,217367.12,-414.2,-4
2190.1,217475.13,-411.2,-3.5
2190.65,217579.58,-419.4,-4.87
2191.2,217695.95,-418.8,-4.77
2191.75,217812.26,-418.1,-4.66
2192.3,217927.29,-415.5,-4.23
2192.85,218038.5,-422.5,-5.39
2193.4,218162.74,-425.4,-5.88
2193.95,218291.67,-420.1,-5
2194.5,218411.63,-421.6,-5.25
2195.05,218533.93,-422.79,-5.45
2195.6,218659.82,-421,-5.16
2196.15,218781.98,-421.4,-5.23
2196.7,218904.05,-418.8,-4.8
2197.25,219022.22,-419.76,-4.96
2197.8,219140.01,-425.3,-5.88
2198.35,219269.81,-423,-5.51
2198.9,219393.56,-420.4,-5.08
2199.45,219515.07,-421.65,-5.29
2200,219637.42,-426.6,-6.11
2200.55,219771.27,-425.8,-5.98
2201.1,219904.18,-426.38,-6.08
2201.65,220039.88,-424,-5.69
2202.2,220169.75,-427.9,-6.34
2202.75,220306.44,-427.9,-6.34
2203.3,220444.28,-431.2,-6.89
2203.85,220589.13,-428.9,-6.52
2204.4,220729.55,-431.3,-6.92
2204.95,220874.86,-430.2,-6.74
2205.5,221018.74,-431.5,-6.96
2206.05,221165.77,-434.6,-7.47
2206.6,221318.89,-431.9,-7.03
2207.15,221469.22,-442.4,-8.77
2207.7,221638.7,-438.72,-8.16
2208.25,221809.46,-434,-7.38
2208.8,221962.84,-431.7,-7.01
2209.35,222113.18,-435.04,-7.57
2209.9,222275.61,-438.1,-8.08
2210.45,222441,-438.8,-8.2
2211,222609.3,-438.5,-8.16
2211.55,222776.86,-437.94,-8.07
2212.1,222946.98,-441.8,-8.72
2212.65,223118.99,-438.3,-8.15
2213.2,223286.96,-441.6,-8.7
2213.75,223459.94,-437.3,-7.99
2214.3,223627.35,-441.5,-8.69
2214.85,223804.4,-440.7,-8.57
2215.4,223977.25,-441.2,-8.65
2215.95,224154.52,-437.7,-8.08
2216.5,224324.64,-440.6,-8.56
2217.05,224501.03,-437.6,-8.07
2217.6,224669.27,-437,-7.98
2218.15,224837.83,-437.16,-8.01
2218.7,225003.38,-433.8,-7.46
2219.25,225165.21,-435.6,-7.76
2219.8,225331.11,-436.8,-7.96
2220.35,225499.44,-428.1,-6.52
2220.9,225649.09,-428.8,-6.64
2221.45,225799,-427.1,-6.36
2222,225944.22,-425,-6.02
2222.55,226085.07,-420,-5.19
2223.1,226215.22,-416.1,-4.55
2223.65,226342.16,-425.7,-6.13
2224.2,226488.87,-423.4,-5.75
2224.75,226627.85,-428.1,-6.53
2225.3,226773.83,-426.4,-6.24
2225.85,226917.85,-423.6,-5.78
2226.4,227059.7,-427.9,-6.48
2226.95,227211.34,-427.6,-6.43
2227.5,227362.86,-433.3,-7.36
2228.05,227526.01,-434.6,-7.57
2228.6,227691.88,-435.9,-7.77
2229.15,227862.43,-432.6,-7.21
2229.7,228026.48,-436.4,-7.83
2230.25,228199.31,-439.4,-8.31
2230.8,228380.32,-438.7,-8.18
2231.35,228560.25,-439.7,-8.33
2231.9,228742.62,-438.7,-8.15
2232.45,228922.58,-438.6,-8.12
2233,229101.82,-435,-7.51
2233.55,229272.16,-433.4,-7.23
2234.1,229438.21,-425.2,-5.87
2234.65,229584.72,-427.7,-6.27
2235.2,229736.18,-419.4,-4.89
2235.75,229872.37,-431.8,-6.92
2236.3,230032.31,-429.4,-6.51
2236.85,230188.95,-429.6,-6.53
2237.4,230346.7,-436.7,-7.69
2237.95,230521.5,-437,-7.72
2238.5,230697.78,-436.3,-7.59
2239.05,230872.46,-434.74,-7.32
2239.6,231047.11,-435.7,-7.46
2240.15,231219.97,-433.6,-7.1
2240.7,231388.02,-432.3,-6.87
2241.25,231552.26,-431.2,-6.67
2241.8,231713.95,-430.5,-6.54
2242.35,231873.51,-427.3,-6
2242.9,232026.46,-427.19,-5.97
2243.45,232181.67,-424.3,-5.48
2244,232327.99,-428.5,-6.16
2244.55,232482.61,-427.7,-6.01
2245.1,232636.03,-428.2,-6.07
2245.65,232790.58,-428.4,-6.09
2246.2,232945.48,-426.6,-5.78
2246.75,233096.58,-428.2,-6.03
2247.3,233250.71,-426,-5.65
2247.85,233400.57,-427.1,-5.81
2248.4,233551.46,-420.86,-4.76
2248.95,233690.53,-423,-5.1
2249.5,233831.18,-422.1,-4.94
2250.05,233971.34,-420.5,-4.66
2250.6,234108.7,-421.4,-4.79
2251.15,234247.42,-422.3,-4.92
2251.7,234388,-422,-4.85
2252.25,234527.99,-422.4,-4.89
2252.8,234668.27,-420.3,-4.53
2253.35,234804.88,-420.9,-4.61
2253.9,234941.85,-413.7,-3.4
2254.45,235065.23,-416.7,-3.88
2255,235192.9,-414,-3.42
2255.55,235316.06,-414.1,-3.43
2256.1,235439.18,-414.7,-3.51
2256.65,235563.09,-413.2,-3.25
2257.2,235684.86,-417.5,-3.95
2257.75,235813.89,-415.5,-3.6
2258.3,235939.84,-413.8,-3.31
2258.85,236061.38,-410.4,-2.73
2259.4,236177.55,-406.5,-2.08
2259.95,236289.79,-412.9,-3.13
2260.5,236409.37,-409.8,-2.61
2261.05,236524.75,-411.3,-2.85
2261.6,236641.6,-406.9,-2.11
2262.15,236751.76,-411.3,-2.83
2262.7,236867.76,-408.8,-2.41
2263.25,236981.06,-411.2,-2.8
2263.8,237097.88,-412.8,-3.07
2264.35,237217.02,-408.73,-2.39
2264.9,237332.04,-409,-2.43
2265.45,237444.89,-407.2,-2.13
2266,237555.58,-411.8,-2.89
2266.55,237672.66,-410.94,-2.74
2267.1,237789.96,-410,-2.59
2267.65,237904.05,-406.4,-1.99
2268.2,238013.03,-406.5,-2.01
2268.75,238121.97,-409.2,-2.45
2269.3,238234.9,-412,-2.91
2269.85,238352.28,-407,-2.09
2270.4,238462.71,-408.5,-2.33
2270.95,238574.29,-405.6,-1.86
2271.5,238685.39,-409.5,-2.5
2272.05,238789.06,-403.9,-1.58
2272.6,238896.14,-405.1,-1.78
2273.15,239000.45,-404.3,-1.65
2273.7,239110.97,-408.9,-2.41
2274.25,239225.07,-408.7,-2.38
2274.8,239328.05,-402.8,-1.41
2275.35,239439.38,-408.7,-2.39
2275.9,239553.24,-410.1,-2.62
2276.45,239663.37,-407.9,-2.26
2277,239768.89,-405.5,-1.87
2277.55,239865.71,-397.6,-0.57
